"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtbase.src/3rdparty/wintab",0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/xcb/include/xcb",0,9802,0.00244847991223782,1,18368,0,1,0,1,1,1,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,5,0,5,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/libxcb",0,21802,0.0838913861155679,1,15366,0,1,0,1,1,1,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,5,0,5,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/xcb-util",0,537,0.117318435918563,1,707,0,1,0,1,1,1,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/xcb-util-image",0,836,0.211722488132569,1,1011,0,1,0,1,1,0,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/xcb-util-keysyms",0,321,0.258566978424122,1,498,0,1,0,1,1,0,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/xcb-util-renderutil",0,219,0.164383562025396,1,251,0,1,0,1,1,0,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xcb/xcb-util-wm",0,672,0.151785714411937,1,845,0,1,0,1,1,0,1,1,3,0,3,1,0,1,0,0.612979744601016,0.612979744601016,2.6937478113299e-05,2.6937478113299e-05,0,0,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xkbcommon/src",0,8525,0.0780058651134545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xkbcommon/src/xkbcomp",0,10072,0.275119142183527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/xkbcommon/xkbcommon",0,272,0.0367647062364836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,1,1,0.995601173020528,0.995601173020528,"qtbase"
"qtbase.src/3rdparty/zlib",1,5907,0.25664465889188,4,34,0,4,0,4,0.25,1,1,1,9,0,9,1,0,0,0,264.716826923077,2297.37337611327,0.0508578431372549,0.0446466086434574,0,0,0.25,0.178571428571429,13,0,13,1,0,1,1,0.994638069705094,0.987290306280277,"qtbase"
"qtbase.src/android/jar/src/org/qtproject/qt5/android",1,1601,0.174266083749265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,1,1,1,1,1,0.995948151056364,"qtbase"
"qtbase.src/android/java/src/org/kde/necessitas/ministro",0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1,1,0.989816700610998,0.989816700610998,"qtbase"
"qtbase.src/android/java/src/org/qtproject/qt5/android/bindings",1,1230,0.221138211445436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,1,0,1,1,1,0.997090485888857,"qtbase"
"qtbase.src/concurrent",2,3128,0.148337595935155,28,15931,4,14,9,5,0.357142857142857,0.978566983549691,1,1,21,9,13,1,2,2,0,106.387915232981,874.45585478257,0.0128205128205128,0.111731905660137,4,9,0.0714285714285714,0.0615763546798029,38,19,19,0.972222222222222,0,0.996296296296296,0.968645133776619,0.972222222222222,0.922611525823381,"qtbase"
"qtbase.src/concurrent/doc/snippets/code",0,143,0.0489510496161182,6,1021,0,3,0,3,0.666666666666667,0.982880100991093,1,1,6,0,6,1,0,1,0,11.4637615597034,11.4637615597034,0.00110632456417163,0.00110632456417163,0,0,0,0,10,0,10,1,0,1,1,0.972222222222222,0.884559884559885,"qtbase"
"qtbase.src/corelib/animation",1,2338,0.207014542377801,23,1807,4,17,13,4,0.130434782608696,0.975311924456356,1,1,37,25,12,1,3,11,2,50.0992647058824,11918.1433483984,0.00934579439252336,0.0644653672370309,14,18,0.0434782608695652,0.0474308300395257,56,29,27,1,0,1,1,1,0.931412576531204,"qtbase"
"qtbase.src/corelib/arch",1,1726,0.229432213254378,46,12360,1,10,6,4,0.41304347826087,0.963454830087111,1,1,15,5,10,1,2,9,4,184.71675184863,400.093658101856,0.00763358778625954,0.0294548911858511,7,10,0.217391304347826,0.204106280193237,39,27,12,1,0,1,1,0.994974874371859,0.960651507214822,"qtbase"
"qtbase.src/corelib/arch/sparc",0,462,0.0173160175287195,4,162,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.701388888888889,"qtbase"
"qtbase.src/corelib/codecs",2,38448,0.0317311693741372,62,45730,4,25,22,3,0.306451612903226,0.907301740857604,1,1,36,28,8,1,3,13,4,189.6875,1220.15675844865,0.0232558139534884,0.112509818148381,20,22,0.0483870967741935,0.139560931899642,58,43,15,1,0,1,1,0.994638069705094,0.960210468415755,"qtbase"
"qtbase.src/corelib/doc/snippets",0,14,0.0714285780612244,3,119,0,3,0,3,0.333333333333333,1,1,1,6,0,6,1,0,3,0,3.44222135494514,2.679332814202,6.08939227865059e-05,0.00531301780179395,0,0,0,0,11,0,11,1,0,1,1,0.802083333333333,0.816367850759607,"qtbase"
"qtbase.src/corelib/doc/snippets/buffer",0,58,0.103448277407848,2,136,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/code",3,3825,0.0556862745344919,29,11719,4,16,8,8,0.137931034482759,0.988896309513542,1,1,34,19,15,1,4,8,2,193.166666666667,827.174610155037,0.0169491525423729,0.0947069176335842,5,7,0,0.0344827586206897,56,36,20,1,0,1,1,0.990990990990991,0.971847338290658,"qtbase"
"qtbase.src/corelib/doc/snippets/code/qlogging",0,8,0.250000009375,2,66,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/eventfilters",0,42,0.190476192403628,1,187,0,1,0,1,1,1,1,1,4,0,4,1,0,0,0,22.8952464788732,22.8952464788732,0.00352112676056338,0.00352112676056338,0,0,0,0,10,0,10,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/events",0,39,0.205128207166338,1,97,0,1,0,1,1,1,1,1,4,0,4,1,0,0,0,22.8952464788732,22.8952464788732,0.00352112676056338,0.00352112676056338,0,0,0,0,10,0,10,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/file",0,60,0.266666667888889,2,135,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/fileinfo",0,34,0.0294117675605536,2,104,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,12,0,12,1,0,1,1,0.770833333333333,0.786458333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/plugins",0,53,0.0566037753648985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,1,1,1,1,0.990990990990991,0.990990990990991,"qtbase"
"qtbase.src/corelib/doc/snippets/pointer",0,9,0.222222230864197,3,75,0,3,0,3,0.333333333333333,1,1,1,8,0,8,1,0,2,0,3.44222135494514,3329.43435926923,6.08939227865059e-05,0.1111331236219,0,0,0,0,13,0,13,1,0,1,1,0.802083333333333,0.816367850759607,"qtbase"
"qtbase.src/corelib/doc/snippets/process",0,24,0.208333336631944,2,88,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qdebug",0,21,0.190476194331066,3,87,0,3,0,3,0.333333333333333,1,1,1,6,0,6,1,0,2,0,3.44222135494514,42.0232481581173,6.08939227865059e-05,0.166688679177455,0,0,0,0,11,0,11,1,0,1,1,0.802083333333333,0.817708333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/qdir-listfiles",0,16,0.12500000546875,2,74,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qdir-namefilters",0,18,0.111111116049383,2,77,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qelapsedtimer",0,49,0.224489797501041,2,123,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qmessageauthenticationcode",0,11,0.0909090991735537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,1,1,0.989051094890511,0.989051094890511,"qtbase"
"qtbase.src/corelib/doc/snippets/qmetaobject-invokable",0,27,0.148148151303155,2,203,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qmetaobject-revision",0,53,0.226415095799217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,1,1,0.994638069705094,0.994638069705094,"qtbase"
"qtbase.src/corelib/doc/snippets/qprocess",0,13,0.0769230840236686,3,80,0,3,0,3,0.333333333333333,1,1,1,7,0,7,1,0,2,0,3.44222135494514,1836.03158149145,6.08939227865059e-05,0.0555775680663442,0,0,0,0,12,0,12,1,0,1,1,0.802083333333333,0.816773753894081,"qtbase"
"qtbase.src/corelib/doc/snippets/qprocess-environment",0,25,0.08000000368,2,85,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qsignalmapper",0,28,0.0714285747448979,3,161,0,3,0,3,0.333333333333333,0.973214633425146,1,1,10,0,10,1,0,2,0,3.44222135494514,55.2015550364242,6.08939227865059e-05,0.00795852044729659,0,0,0,0.111111111111111,14,0,14,1,0,1,1,0.802083333333333,0.817708333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/qsortfilterproxymodel-details",0,36,0.0833333358796296,2,111,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qstack",0,10,0.200000008,2,67,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qstring",0,588,0.127551020556539,3,1085,0,3,0,3,0.333333333333333,1,1,1,6,0,6,1,0,2,0,3.44222135494514,14.3179872153564,6.08939227865059e-05,0.00128463877341492,0,0,0,0.111111111111111,15,0,15,1,0,1,1,0.9375,0.876412061174835,"qtbase"
"qtbase.src/corelib/doc/snippets/qstringlist",0,63,0.0952380966742252,3,186,0,3,0,3,0.333333333333333,1,1,1,7,0,7,1,1,2,0,3.44222135494514,8.32324815811734,6.08939227865059e-05,0.0555775680663442,0,0,0,0,11,0,11,1,0,1,1,0.802083333333333,0.814971107055961,"qtbase"
"qtbase.src/corelib/doc/snippets/qstringlistmodel",0,20,0.1000000045,2,78,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qtcast",0,16,0.2500000046875,2,91,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/qxmlstreamwriter",1,23,0.0434782650283554,2,88,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,10,0,10,1,0,1,1,0.802083333333333,0.810132575757576,"qtbase"
"qtbase.src/corelib/doc/snippets/resource-system",1,225,0.137777778160988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,1,1,1,1,1,"qtbase"
"qtbase.src/corelib/doc/snippets/settings",0,85,0.10588235399308,2,196,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/sharedemployee",0,36,0.305555557484568,2,168,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,12,0,12,1,0,1,1,0.770833333333333,0.786458333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/signalmapper",0,39,0.0769230792899408,2,119,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,12,0,12,1,0,1,1,0.770833333333333,0.786458333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/signalsandslots",0,61,0.147540985004031,2,297,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/statemachine",0,212,0.0754716985493058,4,670,2,3,0,3,0.5,1,1,1,8,0,8,1,1,3,1,7.01964438921925,3189.31670297446,0.125843170320405,0.312922871062597,0,0,0,0.125,14,0,14,1,0,1,1,0.9375,0.868055555555556,"qtbase"
"qtbase.src/corelib/doc/snippets/streaming",0,44,0.0681818202995868,2,120,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,12,0,12,1,0,1,1,0.770833333333333,0.786458333333333,"qtbase"
"qtbase.src/corelib/doc/snippets/threads",0,46,0.28260869721172,2,192,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.756944444444444,"qtbase"
"qtbase.src/corelib/doc/snippets/timers",0,73,0.0958904121974104,2,90,0,2,0,2,0.5,1,1,1,5,0,5,1,0,2,0,1.73487223717601,1.73487223717601,3.30187661829822e-05,3.30187661829822e-05,0,0,0,0,18,0,18,1,0,1,1,0.875,0.827364864864865,"qtbase"
"qtbase.src/corelib/global",17,3031,0.120422302899359,295,13036,25,75,70,5,0.155932203389831,0.963697981231353,1,1,93,82,11,1,30,41,15,391.3,4702.63520303748,0.0454545454545455,0.142799643255884,128,167,0.0542372881355932,0.0729252656538158,146,130,16,0.979633401221996,0,0.979633401221996,0.977686955799629,0.979633401221996,0.950835494203927,"qtbase"
"qtbase.src/corelib/io",30,36670,0.156367602947487,334,35689,38,71,69,2,0.254491017964072,0.939153086559137,1,1,76,62,14,1,40,49,16,288.7,2828.44042507056,0.0384615384615385,0.137571414855315,192,207,0.0269461077844311,0.0869116873142077,136,122,14,0.996261682242991,0,0.996261682242991,0.994888416717349,0.996261682242991,0.979076681037632,"qtbase"
"qtbase.src/corelib/itemmodels",2,5500,0.202545454559954,80,2455,10,23,21,2,0.5125,0.968848955521907,1,1,37,27,10,1,12,15,10,241.597815292949,1824.64754266471,0.0357142857142857,0.109003709119787,19,19,0.0375,0.166619318181818,64,51,13,0.990990990990991,0,0.9923273657289,0.993018955348416,0.990990990990991,0.963852537090786,"qtbase"
"qtbase.src/corelib/json",8,3257,0.275406816110672,54,8042,8,22,18,4,0.240740740740741,0.968035982784332,1,1,33,23,10,1,3,17,3,62.7783482142857,2946.86116184033,0.0286650286650287,0.0883162951427489,13,13,0.148148148148148,0.135802469135802,52,41,11,1,0,1,1,0.972972972972973,0.958541735301186,"qtbase"
"qtbase.src/corelib/kernel",33,19067,0.229558923799079,478,22702,55,94,91,3,0.127615062761506,0.952310719037389,1,1,103,90,13,0.994219653179191,73,58,34,337.426050420168,4111.33791799377,0.032258064516129,0.124961773366481,343,377,0.0460251046025105,0.0524671297612761,164,150,14,0.994638069705094,0,0.994638069705094,0.993534975855108,0.994638069705094,0.978799686290139,"qtbase"
"qtbase.src/corelib/mimetypes",1,2137,0.218998596199392,41,5261,9,17,13,4,0.268292682926829,0.96622183244076,1,1,32,21,12,1,3,6,1,292.460279486595,2620.70709044146,0.0741758241758242,0.220220064710975,9,9,0.195121951219512,0.156639566395664,44,28,16,0.9375,0,0.959916077738516,0.953827935344657,0.9375,0.911272321428571,"qtbase"
"qtbase.src/corelib/plugin",5,1517,0.22676334876554,62,2895,6,34,31,3,0.145161290322581,0.96863146489992,1,1,41,29,12,1,8,17,3,177.076354565495,1136.69619216325,0.0307765151515152,0.0890410845420362,28,38,0.0806451612903226,0.0755310778914241,77,61,16,0.941747572815534,0,0.941747572815534,0.927911273016154,0.941747572815534,0.867172325838824,"qtbase"
"qtbase.src/corelib/statemachine",0,3128,0.183503836343238,59,3013,4,15,12,3,0.661016949152542,0.893953332353186,1,1,22,12,10,1,6,12,7,319.657142857143,1653.83045594121,0.0185185185185185,0.0817624097237068,7,8,0,0.0598687807545107,37,22,15,1,0,1,1,1,0.959698327356823,"qtbase"
"qtbase.src/corelib/thread",19,5007,0.224285999616052,130,9350,12,37,33,4,0.238461538461538,0.96556727420828,1,1,45,35,11,1,15,23,7,329.015267175573,2930.0269188122,0.037037037037037,0.109505052965847,37,51,0.115384615384615,0.132129455909944,85,72,13,0.994974874371859,0,0.994974874371859,0.992373929951264,0.994974874371859,0.971122158233203,"qtbase"
"qtbase.src/corelib/tools",29,53005,0.16598434110147,539,104189,38,89,84,5,0.139146567717996,0.954598097495953,1,1,91,79,12,0.998313659359191,82,55,33,405.755555555556,4027.89032296548,0.03125,0.102838066001049,172,351,0.131725417439703,0.0777015944717808,155,140,15,0.989051094890511,0,0.989051094890511,0.986589271142324,0.989051094890511,0.970977742380281,"qtbase"
"qtbase.src/corelib/xml",2,4316,0.21153846155673,17,404,1,12,0,12,0.176470588235294,0.96376321986572,1,1,15,8,7,1,4,7,1,56.9556277056277,2148.25181242429,0.00432900432900433,0.015664016027041,1,2,0.0294117647058824,0.0561497326203209,34,14,20,1,0,1,1,0.961538461538462,0.906740006599082,"qtbase"
"qtbase.src/dbus",20,10199,0.215021080505785,99,6337,6,35,30,5,0.161616161616162,0.967758653223288,1,1,43,34,9,1,12,16,9,274.170209059233,3610.24778280175,0.0304147465437788,0.116881010675642,20,59,0.121212121212121,0.0864999198332532,76,60,16,0.993670886075949,0,0.993670886075949,0.99486928737704,0.993670886075949,0.967086592781291,"qtbase"
"qtbase.src/dbus/doc/snippets/code",1,350,0.105714285969796,3,1064,0,3,0,3,0.333333333333333,0.987836619071736,1,1,8,0,8,1,0,2,0,9.18769379844961,57.1167125175924,0.000968992248062015,0.00826121988905509,0,0,0,0.111111111111111,16,0,16,1,0,1,1,0.96969696969697,0.860606060606061,"qtbase"
"qtbase.src/dbus/doc/snippets/qdbusextratypes",0,12,0.166666673611111,2,78,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,4.60760845892825,4.60760845892825,0.000487067928820737,0.000487067928820737,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.767676767676768,"qtbase"
"qtbase.src/gui/accessible",2,1501,0.173217854818573,100,4845,9,28,26,2,0.35,0.975446443320438,1,1,35,26,9,1,11,16,7,308.689671361502,2336.76174196792,0.0147058823529412,0.0928938563894258,31,42,0.23,0.192377622377622,60,50,10,0.994082840236686,0,1,0.995939424920602,0.994082840236686,0.972298543832207,"qtbase"
"qtbase.src/gui/animation",0,36,0.0555555581790123,2,143,0,2,0,2,0.5,1,1,1,6,0,6,1,0,2,0,4.85586682286134,4.85586682286134,0.00526572969952657,0.00526572969952657,0,0,0,0,10,0,10,1,0,1,1,0.666666666666667,0.777777777777778,"qtbase"
"qtbase.src/gui/doc/snippets",0,87,0.1954022997754,2,220,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/brush",0,47,0.0425531935264826,2,172,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/clipboard",0,71,0.0563380294981155,1,227,0,1,0,1,1,1,1,1,4,0,4,1,1,1,0,2.77369679579149,2.77369679579149,0.000478240076518412,0.000478240076518412,0,0,0,0,10,0,10,1,0,1,1,0.828934506353861,0.828934506353861,"qtbase"
"qtbase.src/gui/doc/snippets/code",0,787,0.04193138512809,7,3245,0,6,0,6,0.285714285714286,0.993988904112253,1,1,11,0,11,1,0,5,1,4.65675534689619,28.9054041313681,0.000391236306729264,0.00772111840071008,0,0,0,0,26,0,26,1,0,1,1,1,0.93482905982906,"qtbase"
"qtbase.src/gui/doc/snippets/draganddrop",0,154,0.116883117456569,1,440,0,1,0,1,1,1,1,1,4,0,4,1,1,1,0,2.77369679579149,2.77369679579149,0.000478240076518412,0.000478240076518412,0,0,0,0,10,0,10,1,0,1,1,0.828934506353861,0.828934506353861,"qtbase"
"qtbase.src/gui/doc/snippets/dragging",0,77,0.103896105059875,3,244,0,3,0,3,0.333333333333333,1,1,1,7,0,7,1,1,3,0,1.56005926553074,1.45375972690971,0.000194024058983314,0.000225802581693728,0,0,0,0,12,0,12,1,0,1,1,0.814102564102564,0.821518535228213,"qtbase"
"qtbase.src/gui/doc/snippets/dropevents",0,52,0.0961538478920118,1,210,0,1,0,1,1,1,1,1,4,0,4,1,0,1,0,2.77369679579149,2.77369679579149,0.000478240076518412,0.000478240076518412,0,0,0,0,10,0,10,1,0,1,1,0.828934506353861,0.828934506353861,"qtbase"
"qtbase.src/gui/doc/snippets/droprectangle",0,65,0.0769230783431953,1,218,0,1,0,1,1,1,1,1,4,0,4,1,0,1,0,2.77369679579149,2.77369679579149,0.000478240076518412,0.000478240076518412,0,0,0,0,10,0,10,1,0,1,1,0.828934506353861,0.828934506353861,"qtbase"
"qtbase.src/gui/doc/snippets/image",0,48,0.0833333352430556,2,180,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/matrix",0,71,0.0563380294981155,2,152,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/picture",0,65,0.107692309065089,2,163,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/plaintextlayout",0,69,0.0724637694601974,1,221,0,1,0,1,1,1,1,1,3,0,3,1,0,1,0,16.9991803950496,16.9991803950496,0.000286861732644865,0.000286861732644865,0,0,0,0,9,0,9,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.src/gui/doc/snippets/polygon",0,38,0.0263157920360111,2,124,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/qfontdatabase",0,23,0.0434782650283554,2,86,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.src/gui/doc/snippets/qstatustipevent",0,25,0.08000000368,2,94,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.793791192468814,0.793791192468814,9.95838342813862e-05,9.95838342813862e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
